BLOCK,TREATMENT,SPECIES,1999_06,1999_09,2000_02,2000_06,2001_01,2001_06,2002_02,2002_06,2003_02,2003_06,2004_02,2004_06,2005_02,2005_06,2006_03,2006_06,2007_02,2007_06,2008_02,2008_06,2009_02,2009_06,2010_01,2010_06,2011_06,2012_06,2013_06,2014_06,2015_06,2016_06,2017_06,2018_06,2019_06,2020_06
SOUTH,MWC,Commicarpus_pedunculosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,O,Commicarpus_pedunculosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
NORTH,O,Commicarpus_pedunculosus,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,8,0
SOUTH,O,Commicarpus_pedunculosus,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,W,Commicarpus_pedunculosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
NORTH,W,Commicarpus_pedunculosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Commicarpus_pedunculosus,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,4,2,0,3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,WC,Commicarpus_pedunculosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,WC,Commicarpus_pedunculosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,WC,Commicarpus_pedunculosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CENTRAL,C,Conyza_sp,3,3,4,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,10,0,2,0,4
NORTH,C,Conyza_sp,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,2
SOUTH,C,Conyza_sp,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MW,Conyza_sp,3,3,0,0,0,0,0,2,0,0,7,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6
NORTH,MW,Conyza_sp,0,0,0,0,0,0,0,0,0,0,5,4,2,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Conyza_sp,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MWC,Conyza_sp,0,0,1,0,0,0,0,0,0,0,4,3,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NORTH,MWC,Conyza_sp,0,0,0,0,0,0,0,0,0,0,8,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6
SOUTH,MWC,Conyza_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
CENTRAL,O,Conyza_sp,8,8,6,1,0,0,0,1,0,0,12,13,4,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,2,6,4,0,0,2
NORTH,O,Conyza_sp,5,5,1,0,0,0,0,0,0,0,7,3,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SOUTH,O,Conyza_sp,4,4,5,0,0,0,0,0,0,0,1,4,4,0,0,0,4,2,2,2,2,0,0,0,0,0,2,0,6,0,0,0,0,0
CENTRAL,W,Conyza_sp,4,4,1,0,0,1,0,0,0,0,5,2,2,6,0,0,6,4,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2
NORTH,W,Conyza_sp,4,4,0,0,0,0,0,0,0,0,7,4,7,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SOUTH,W,Conyza_sp,1,1,0,0,0,0,1,0,0,0,1,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0
CENTRAL,WC,Conyza_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,WC,Conyza_sp,2,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SOUTH,WC,Conyza_sp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,C,Corchorus_sp,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
NORTH,C,Corchorus_sp,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0
SOUTH,C,Corchorus_sp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MW,Corchorus_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
NORTH,MW,Corchorus_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,2,0,0,0
SOUTH,MW,Corchorus_sp,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CENTRAL,MWC,Corchorus_sp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,2,0,0
NORTH,MWC,Corchorus_sp,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0
SOUTH,MWC,Corchorus_sp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,4,0,0,2,0,0
CENTRAL,O,Corchorus_sp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,4,0,0,0,0,0,0,0
NORTH,O,Corchorus_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Corchorus_sp,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,W,Corchorus_sp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,0,0,0,0,0
NORTH,W,Corchorus_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Corchorus_sp,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,2,8,0,0,0,0,0,2,0,0
CENTRAL,WC,Corchorus_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,0,10,0,0,2,0,0
NORTH,WC,Corchorus_sp,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SOUTH,WC,Corchorus_sp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,C,Crotalaria_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,C,Crotalaria_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,C,Crotalaria_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MW,Crotalaria_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MW,Crotalaria_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Crotalaria_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
CENTRAL,MWC,Crotalaria_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MWC,Crotalaria_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MWC,Crotalaria_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0
CENTRAL,O,Crotalaria_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0
NORTH,O,Crotalaria_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Crotalaria_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,W,Crotalaria_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,W,Crotalaria_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Crotalaria_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CENTRAL,WC,Crotalaria_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
NORTH,WC,Crotalaria_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,WC,Crotalaria_sp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,C,Cyathula_orthacantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
NORTH,C,Cyathula_orthacantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,C,Cyathula_orthacantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MW,Cyathula_orthacantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MW,Cyathula_orthacantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Cyathula_orthacantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MWC,Cyathula_orthacantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MWC,Cyathula_orthacantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MWC,Cyathula_orthacantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,O,Cyathula_orthacantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,O,Cyathula_orthacantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Cyathula_orthacantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
CENTRAL,W,Cyathula_orthacantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,W,Cyathula_orthacantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Cyathula_orthacantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,WC,Cyathula_orthacantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,WC,Cyathula_orthacantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,WC,Cyathula_orthacantha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,C,Cynodon_dactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
NORTH,C,Cynodon_dactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,C,Cynodon_dactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
CENTRAL,MW,Cynodon_dactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MW,Cynodon_dactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Cynodon_dactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MWC,Cynodon_dactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MWC,Cynodon_dactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MWC,Cynodon_dactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,O,Cynodon_dactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
NORTH,O,Cynodon_dactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Cynodon_dactylon,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,W,Cynodon_dactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,8,8,0,0,8,4,18,14,12,16,20,2,0,8,12
NORTH,W,Cynodon_dactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Cynodon_dactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,WC,Cynodon_dactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
NORTH,WC,Cynodon_dactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SOUTH,WC,Cynodon_dactylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0
CENTRAL,C,Cynodon_plectostachyus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,C,Cynodon_plectostachyus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
SOUTH,C,Cynodon_plectostachyus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,MW,Cynodon_plectostachyus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,2,0,0,0,0,0,0,0,0,0
NORTH,MW,Cynodon_plectostachyus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MW,Cynodon_plectostachyus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
CENTRAL,MWC,Cynodon_plectostachyus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,MWC,Cynodon_plectostachyus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,MWC,Cynodon_plectostachyus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
CENTRAL,O,Cynodon_plectostachyus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,O,Cynodon_plectostachyus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,O,Cynodon_plectostachyus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,W,Cynodon_plectostachyus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,W,Cynodon_plectostachyus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,W,Cynodon_plectostachyus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
CENTRAL,WC,Cynodon_plectostachyus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0
NORTH,WC,Cynodon_plectostachyus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOUTH,WC,Cynodon_plectostachyus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
CENTRAL,C,Cyperus_Mariscus_spp,0,0,0,0,0,2,9,1,2,2,3,33,1,5,2,8,12,10,4,20,12,10,6,6,2,0,4,0,10,6,2,2,10,24
NORTH,C,Cyperus_Mariscus_spp,0,0,0,0,0,5,14,1,0,0,1,21,4,7,0,10,14,28,0,4,4,2,2,2,4,14,30,2,12,16,0,14,10,4
SOUTH,C,Cyperus_Mariscus_spp,0,0,0,0,0,0,3,3,1,1,5,0,2,2,0,16,2,0,0,2,6,6,8,4,6,0,2,0,6,6,2,10,2,0
CENTRAL,MW,Cyperus_Mariscus_spp,0,0,0,0,0,8,6,8,1,1,8,29,12,8,2,16,30,12,2,6,28,4,0,6,4,10,28,0,74,50,12,8,8,22
NORTH,MW,Cyperus_Mariscus_spp,0,0,0,0,0,2,3,3,1,1,2,14,6,21,4,6,18,0,2,2,4,0,0,0,0,10,12,12,32,10,0,12,2,4
SOUTH,MW,Cyperus_Mariscus_spp,0,0,0,0,0,4,2,5,2,2,9,13,1,9,0,12,8,14,6,6,8,2,2,2,0,6,0,2,6,6,0,12,2,4
CENTRAL,MWC,Cyperus_Mariscus_spp,0,0,0,0,0,1,5,5,1,1,3,33,8,15,0,24,18,10,4,8,14,0,2,0,4,10,14,34,60,58,2,10,8,62
NORTH,MWC,Cyperus_Mariscus_spp,0,0,0,0,0,7,7,1,1,1,1,17,2,6,2,4,2,4,0,4,4,0,0,0,4,6,12,2,14,8,0,2,8,2
SOUTH,MWC,Cyperus_Mariscus_spp,0,0,0,0,0,12,18,3,2,2,6,16,2,7,2,8,8,0,2,8,6,14,14,4,6,14,10,0,20,6,2,6,0,18
CENTRAL,O,Cyperus_Mariscus_spp,0,0,0,0,0,5,2,0,0,0,1,9,2,11,4,6,14,8,12,12,18,10,4,0,2,6,16,2,26,12,0,0,6,2
NORTH,O,Cyperus_Mariscus_spp,0,0,0,0,0,2,0,3,1,1,1,22,2,12,4,10,14,8,2,0,0,0,6,0,4,16,16,0,2,4,4,12,6,4
SOUTH,O,Cyperus_Mariscus_spp,0,0,0,0,0,0,2,1,0,0,2,11,5,4,4,6,0,2,4,10,6,12,10,0,2,2,2,0,6,14,2,2,0,6
CENTRAL,W,Cyperus_Mariscus_spp,0,0,0,0,0,0,2,1,1,1,1,3,0,3,2,0,0,8,0,2,2,0,2,0,0,2,0,0,0,2,0,2,0,2
NORTH,W,Cyperus_Mariscus_spp,0,0,0,0,0,3,1,0,0,0,4,10,5,10,0,6,10,2,2,8,0,2,10,2,0,10,0,0,16,28,0,6,8,6
SOUTH,W,Cyperus_Mariscus_spp,0,0,0,0,0,3,2,3,1,1,0,12,2,18,2,14,10,12,6,8,8,12,14,2,2,10,2,0,18,22,2,12,10,4
CENTRAL,WC,Cyperus_Mariscus_spp,0,0,0,0,0,0,1,0,0,0,2,2,2,4,0,4,2,2,4,0,8,0,0,2,0,2,0,2,10,4,0,4,0,2
NORTH,WC,Cyperus_Mariscus_spp,0,0,0,0,0,3,7,1,4,4,2,16,6,4,6,18,26,18,0,2,8,2,0,2,0,10,10,4,48,22,16,10,4,14
SOUTH,WC,Cyperus_Mariscus_spp,0,0,0,0,0,8,26,17,1,1,3,18,6,8,4,14,20,18,6,24,12,0,10,0,4,10,0,2,8,2,2,8,4,4
CENTRAL,C,Digitaria_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,50,28,42,22,18,8,8,4,6,28,76,36,68,36,12,12,14,52
NORTH,C,Digitaria_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,14,20,10,22,12,12,6,20,36,54,44,8,20,8,20,6,58
SOUTH,C,Digitaria_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,6,0,0,0,0,2,4,0,16
CENTRAL,MW,Digitaria_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,18,8,2,2,0,14,24,42,62,12,12,26,0,0,0,30
NORTH,MW,Digitaria_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,6,0,0,6,2,0,0,0,10,4,40,10,6,30
SOUTH,MW,Digitaria_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,26,2,14,4,0,0,0,18,20,30,60,14,0,36,6,6
CENTRAL,MWC,Digitaria_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,14,6,10,16,0,2,0,8,26,6,22,30,0,0,4,16
NORTH,MWC,Digitaria_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,4,0,0,0,2,0,0,0,0,6,0,0
SOUTH,MWC,Digitaria_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,10,4,0,2,0,0,0,0,0,0,10,0,0,0,8,0
CENTRAL,O,Digitaria_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,38,62,62,42,16,24,0,8,6,14,72,50,38,50,36,20,26,58
NORTH,O,Digitaria_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,10,0,0,0,6,0,0,32,62,32,10,48,0,24,8,84
SOUTH,O,Digitaria_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,10,2,14,0,14
CENTRAL,W,Digitaria_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,4,0,0,2,0,0,0,10,0,0,0,4
NORTH,W,Digitaria_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,32,12,8,12,10,2,0,0,0,16,8,0,8,12,10,14,40
SOUTH,W,Digitaria_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,8,6,0,0,0,0,6,2,44,12,36,12,0,24,10,10
CENTRAL,WC,Digitaria_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,14,10,12,4,8,0,4,0,6,22,6,22,6,0,0,0,2
NORTH,WC,Digitaria_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,8,2,10,2,4,10,22,12,4,0,4,0,0,4
SOUTH,WC,Digitaria_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0
CENTRAL,C,Digitaria_milanjiana,0,0,0,0,0,0,0,0,4,4,4,2,23,0,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH,C,Digitaria_milanjiana,0,0,0,0,0,1,0,0,0,0,0,4,3,0,12,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SOUTH,C,Digitaria_milanjiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
